647/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI MAIER;Aprovada;INDICANDO-LHE:Foi; recebido; por este Vereador reclamação dos moradores da Rua João Minella, Bairro Líder, acerca das condições atuaisdaquela via.Afirmam os moradores, que as tubulações de escoamento de água estão completamente obstruídas e quebradas. Comoconsequência, quando ocorrem fortes chuvas as residências ali são invadidas por água e sujeira.Pelo exposto, solicito o apoio dos Nobres Vereadores para aprovação da presente indicação, para fins de que o Municípioprovidencie a limpeza dos bueiros e tubos na supracitada rua.
648/2018; 07/06/2018; 08/06/2018; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizado substituição de lâmpadas de iluminação pública para uma de maiorpotência na Rua Pirajuí, entre as Ruas São Marcos e Jaú, no Bairro Santa Maria. Os moradores sofrem há algum tempocom assaltos, além de transitarem ali muitos estudantes e pessoas que trabalham no horário noturno. Para melhorsegurança dos moradores, pede-se urgência nesta troca.
649/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal através do setor competente, realize manutenção e recoloque o ponto de ônibus na RuaJozir dos Santos Wolff, Bairro Efapi. Atualmente o abrigo se encontra caído na esquina, desta forma se faz necessária arecolocação do mesmo para que estudantes, moradores e trabalhadores possam protegerem-se do sol e da chuva enquantoesperam o transporte coletivo.É de suma importância ressaltar que este gabinete recebeu inúmeras reivindicações de moradores, trabalhadores eestudantes pelo conserto do abrigo de passageiros do transporte coletivo na localização supracitada.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
650/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, realize patrolamento ecascalhamento nas estradas da Linha Bom Retiro. A situação é crítica, o que dificulta imensamente o tráfego de veículosno local. Tal ação se faz necessária com urgência, esse é um pedido de moradores e demais pessoas que transitam pelolocal. Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
651/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;14/01/2020; as; 15:21:33 Página 279/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, realize patrolamento ecascalhamento na “Serrinha” da Linha Martins próximo a Serraria Reato. A situação é crítica, o que dificulta imensamenteo tráfego de veículos no local, principalmente em dias de chuva. Há relatos de moradores que não conseguem sair de carrode suas residências devido a atual situação do local. Tal ação se faz necessária com urgência, esse é um pedido demoradores e demais pessoas que transitam pelo local. Solicito o apoio dos Nobres Vereadores para aprovação da presenteindicação.
652/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, realize patrolamento ecascalhamento nas estradas da Linha Vailon. A situação é crítica, o que dificulta imensamente o tráfego de veículos nolocal, principalmente em dias de chuva. Tal ação se faz necessária com urgência, esse é um pedido de moradores e demaispessoas que transitam pelo local. Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
653/2018; 07/06/2018; 20/06/2018; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHE:Que; encaminhe; ao setor competente, para que seja tapado os buracos da Rua Faxinal dos Guedes próximo ao N 509 noBairro Cristo Rei, devido aos buracos os carros acabam desviando e invadindo a pista contraria, podendo causar acidente,sendo assim, peço apoio dos Nobres Vereadores para aprovação da presente indicação.
654/2018; 07/06/2018; 08/06/2018; Vereador;»»ELIAS FERNANDO MARTINS DOSSANTOS;Aprovada;INDICANDO-LHE:Seja; providenciada; a manutenção das estradas da Linha Marcon, Distrito de Goio Ein, na altura do “Bar do Terra”, poucoantes de chegar na ponte.No local existem diversos buracos. Moradores informam que a prefeitura mandou máquinas ao local recentemente, masnão colocaram cascalho, o que ocasiona a total impossibilidade de veículos de passeio transitarem por ali, havendo relatoinclusive de que recentemente um veículo foi tirado dali com uma patrola.O local é caminho para o rio, o que ocasiona constante movimento e reforça a necessidade urgente de manutenção. Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, como supracitado.
655/2018; 07/06/2018; 20/06/2018; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; encaminhe; ao setor competente, para que seja tapado os buracos da Rua Tóquio, próximo ao nº 46 no Bairro Passodos Fortes, a Casan fez manutenção na rede de água e os buracos não foram asfaltados, causando transtorno aos motoristase criando o risco de acidentes no local, sendo assim, peço apoio dos Nobres Vereadores para aprovação da presenteindicação.
656/2018; 07/06/2018; 08/06/2018; Vereador;»»ELIAS FERNANDO MARTINS DOSSANTOS;Aprovada;14/01/2020; as; 15:21:33 Página 280/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Seja providenciada a instalação de controle de velocidade e desrespeito ao sinal de parada na sinaleira localizada nocruzamento das Ruas Leopoldo Sander e Faxinal dos Guedes, Bairro Eldorado.O pedido se faz em razão de relatos de cidadãos que informam o excesso de velocidade no cruzamento e, ainda, veículosque não respeitam os sinais de parada.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, como supracitado.
657/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, realize patrolamento ecascalhamento nas estradas da Linha Faxinal dos Rosas. A situação é crítica, o que dificulta imensamente o tráfego deveículos no local, principalmente em dias de chuva. Tal ação se faz necessária com urgência, esse é um pedido demoradores e demais pessoas que transitam pelo local.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
658/2018; 07/06/2018; 08/06/2018; Vereador;»»DERLI LUIZ FERNANDES;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria de Serviços Urbanos e Infraestrutura, realize patrolamento ecascalhamento nas estradas da Linha Sarapião. A situação é crítica, o que dificulta imensamente o tráfego de veículos nolocal, principalmente em dias de chuva. Tal ação se faz necessária com urgência, esse é um pedido de moradores e demaispessoas que transitam pelo local.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
659/2018; 07/06/2018; 20/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize estudo e verifique a possibilidade de reformar eampliar as arquibancadas do Ginásio do Complexo Esportivo do Verdão. O Ginásio do Verdão precisa de uma reforma jáhá bastante tempo. É um Ginásio bastante utilizado, dentro de um Complexo bastante conhecido, sendo necessário maioratenção por parte da Administração para dar o mínimo de conforto aos participantes e expectadores quando lá estiveremacompanhando atividades esportivas, por isso desta Indicação.
660/2018; 07/06/2018; 20/06/2018; Vereador;»»DIEGO FERNANDO ALVES;Aprovada;INDICANDO-LHE:Que; seja; feita uma mudança dos contêineres de lixo que estão localizados na Avenida Nereu Ramos, esquina com BrasãoAvenida, estes contêineres estão situados em frente a uma área do posto de combustível Dorigoni, onde pessoas fazem usopara diversos fins sendo um deles ingerir alimentos e por ter proximidade deste deposito de lixo o odor afeta o localtrazendo mal-estar as pessoas que ali se encontram. Existem nas proximidades do local diversos pontos para que seja feitaesta mudança sem alterar o trajeto dos caminhões de lixo. Sendo assim, peço apoio aos nobres, para que aprovem esta proposição.
661/2018; 08/06/2018; 20/06/2018; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; a Secretaria de Infraestrutura Urbana, se possível faça a limpeza do passeio público em volta da Escola MunicipalVictor Meirelles, no Bairro São Pedro. O mato está tomando conta do passeio público dificultando a passagem dospedestres.
14/01/2020 as 15:21:33 Página 281/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação662/2018; 08/06/2018; 20/06/2018; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Solicitando; que; seja feito o asfaltamento da Rua Pará no Bairro São Pedro. Conforme os moradores, essa é uma promessade Vossa Excelência quando realizou o Ouvindo o Bairro na localidade.
663/2018; 07/06/2018; 20/06/2018; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; através da Secretaria de Defesa do Cidadão e Mobilidade, seja feita a pintura da divisória das pistas que dãoacesso ao Bairro Bom Pastor sentido Bairro Boa Vista. A falta desta pintura está ocasionando problemas detrafegabilidade no local, pois alguns veículos estão andando na contramão.
664/2018; 08/06/2018; 20/06/2018; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;e; ao; Senhor Guilherme Cecchin – Diretor dos Transportes Tiquin.INDICANDO-LHE:Solicitando ao setor responsável da Prefeitura Municipal que providencie um ponto de ônibus no bairro São Pedro ao ladodo Mercado Pinheiro. O atual não tem mais condições de uso devido as precárias condições que se encontra.
665/2018; 07/06/2018; 20/06/2018; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; a Secretaria de Infraestrutura Urbana, providencie a colocação de um contêiner para o lixo na Rua Thomás deAquino esquina com a Rua Pará no Bairro São Pedro, próximo a Creche. No local inexiste um local para depositar lixo,ficando a critério de cada morador, e diariamente cachorros, e vândalos espalham o lixo pelas ruas.
666/2018; 07/06/2018; 20/06/2018; Vereador;»»ELIAS FERNANDO MARTINS DOSSANTOS;Aprovada;INDICANDO-LHE:Seja; providenciada; a instalação de uma câmera de vídeo-monitoramento em frente ao CEIM São Pedro, localizado na RuaPará, n. 2071D, Bairro São Pedro. Relatam os moradores que o local é alvo de alto índice de violência e imprudência notrânsito, necessitando os educando do CEIM de maior segurança. Pelo exposto, solicito o apoio dos Nobres Vereadorespara aprovação da presente indicação, como supracitado.
667/2018; 12/06/2018; 21/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize serviço de tapa buracos na Rua FranciscoAlves, esquina com Fernando Machado, junto ao semáforo, para recuperar o asfalto danificado. Neste local, com omovimento constante de veículos, abriu-se uma cratera prejudicando o trânsito e gerando o risco de acidenteprincipalmente em dias de chuva, motivo pelo qual trago esta solicitação.
668/2018; 12/06/2018; 21/06/2018; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize serviço de tapa buracos no cruzamento dasAvenidas São Pedro com General Osório, junto ao semáforo, para recuperar o asfalto danificado. Neste local, com omovimento constante de veículos, abriu-se uma cratera prejudicando o trânsito e gerando o risco de acidenteprincipalmente em dias de chuva, motivo pelo qual trago esta solicitação.
14/01/2020 as 15:21:33 Página 282/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação669/2018; 12/06/2018; 21/06/2018; Vereador;»»ELIAS FERNANDO MARTINS DOSSANTOS;Aprovada;INDICANDO-LHE:Seja; providenciada; a instalação de uma lombada na Rua Martinho Lutero, Bairro Jardim América, nas proximidades do nº2460 E, considerando que ali os veículos passam em alta velocidade. E também, seja ali instalada placa de paradaobrigatória nos cruzamentos junto ás transversais, visto inexistir sinalização ali no local, também.Em anexo imagens do local.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, como supracitado.
670/2018; 12/06/2018; 21/06/2018; Vereador;»»ELIAS FERNANDO MARTINS DOSSANTOS;Aprovada;INDICANDO-LHE:A; mais; breve reforma e melhoramentos na praça municipal localizada na Rua Quatorze de Agosto, proximidades donúmero 3100, Bairro Líder.Os parques e praças são espaços que proporcionam aos cidadãos muito além do simples lazer, como também melhorqualidade de vida.Ao visitar a supracitada praça, localizada no Bairro Líder, percebe-se grande utilização por parte da população. Contudo,muito se tem a consertar, melhorar e reformar, para que aí sim se adeque ao pretendido. São as necessidades a listadas aseguir, as quais compõe os pedidos desta indicação:- Conserto das telas de proteção do campo de futebol.- Plantio de grama e cuidados frequentes com o gramado do campo de futebol.- Pintura das estruturas de gol do campo.- Construção de passeios públicos adequados.- Manutenção dos brinquedos da praça, bem como, a instalação de novos, de acordo com a legislação vigente,especialmente a atinente à adaptação necessária às crianças com necessidades especiais.- Manutenção e pintura de muros e meios-fios.- Instalação de lixeiras coloridas para fins de coleta seletiva.Pelo exposto, solicito o apoio dos nobres Vereadores para aprovação da presente indicação, para que sejam corrigidas asdeficiências acima citadas.
